../lichen/abby/NY01075811_lg.txt,2,h
../lichen/abby/NY01075911_lg.txt,1,t
../lichen/abby/NY01076011_lg.txt,1,t
../lichen/abby/NY01076111_lg.txt,2,h
../lichen/abby/NY01304911_lg.txt,2,h
../lichen/abby/NY01356611_lg.txt,1,t
../lichen/abby/NY01357211_lg.txt,2,h
../lichen/abby/NY01357311_lg.txt,2,h
../lichen/abby/NY01357411_lg.txt,1,h
../lichen/abby/NY01357511_lg.txt,2,h
../lichen/abby/NY01357611_lg.txt,1,t
../lichen/abby/NY01357711_lg.txt,1,t
../lichen/abby/NY01357811_lg.txt,2,h
../lichen/abby/NY01357911_lg.txt,2,h
../lichen/abby/NY01358011_lg.txt,2,h
../lichen/abby/NY01358111_lg.txt,2,h
../lichen/abby/NY01358211_lg.txt,1,h
../lichen/abby/NY01358511_lg.txt,2,h
../lichen/abby/NY01363011_lg.txt,1,t
../lichen/abby/NY01363111_lg.txt,1,t
../lichen/abby/NY01363411_lg.txt,1,t
../lichen/abby/NY01363711_lg.txt,2,h
../lichen/abby/NY01363811_lg.txt,2,h
../lichen/abby/NY01365511_lg.txt,1,t
../lichen/abby/NY01365611_lg.txt,1,t
../lichen/abby/NY01365711_lg.txt,1,t
../lichen/abby/NY01365911_lg.txt,1,t
../lichen/abby/NY01391211_lg.txt,1,t
../lichen/abby/NY01391311_lg.txt,1,t
../lichen/abby/NY01391411_lg.txt,2,h
../lichen/abby/NY01391511_lg.txt,1,t
../lichen/abby/NY01391611_lg.txt,1,t
../lichen/abby/NY01391711_lg.txt,1,t
../lichen/abby/NY01391811_lg.txt,1,t
../lichen/abby/NY01391911_lg.txt,2,h
../lichen/abby/TENN-L-0000011_lg.txt,1,h
../lichen/abby/TENN-L-0000111_lg.txt,1,t
../lichen/abby/TENN-L-0000211_lg.txt,2,h
../lichen/abby/TENN-L-0000311_lg.txt,1,t
../lichen/abby/TENN-L-0000411_lg.txt,2,h
../lichen/abby/TENN-L-0000511_lg.txt,2,h
../lichen/abby/TENN-L-0000611_lg.txt,1,t
../lichen/abby/TENN-L-0000711_lg.txt,1,t
../lichen/abby/TENN-L-0000811_lg.txt,3,t
../lichen/abby/TENN-L-0000911_lg.txt,2,h
../lichen/abby/TENN-L-0001011_lg.txt,1,t
../lichen/abby/TENN-L-0001111_lg.txt,2,h
../lichen/abby/TENN-L-0001211_lg.txt,3,t
../lichen/abby/TENN-L-0001311_lg.txt,2,h
../lichen/abby/TENN-L-0001411_lg.txt,2,h
../lichen/abby/TENN-L-0001511_lg.txt,2,t
../lichen/abby/TENN-L-0001611_lg.txt,2,t
../lichen/abby/TENN-L-0001711_lg.txt,2,h
../lichen/abby/TENN-L-0001811_lg.txt,3,t
../lichen/abby/TENN-L-0001911_lg.txt,1,h
../lichen/abby/TENN-L-0002011_lg.txt,1,t
../lichen/abby/TENN-L-0002111_lg.txt,2,h
../lichen/abby/TENN-L-0002211_lg.txt,1,t
../lichen/abby/TENN-L-0002311_lg.txt,1,h
../lichen/abby/TENN-L-0002411_lg.txt,1,t
../lichen/abby/TENN-L-0002511_lg.txt,2,h
../lichen/abby/TENN-L-0002611_lg.txt,2,t
../lichen/abby/TENN-L-0002711_lg.txt,1,t
../lichen/abby/TENN-L-0002811_lg.txt,3,t
../lichen/abby/TENN-L-0002911_lg.txt,1,t
../lichen/abby/TENN-L-0003011_lg.txt,1,t
../lichen/abby/TENN-L-0003111_lg.txt,2,h
../lichen/abby/TENN-L-0003211_lg.txt,3,h
../lichen/abby/TENN-L-0003311_lg.txt,1,t
../lichen/abby/TENN-L-0003411_lg.txt,3,t
../lichen/abby/TENN-L-0003511_lg.txt,1,t
../lichen/abby/WIS-L-0012111_lg.txt,1,h
../lichen/abby/WIS-L-0012211_lg.txt,1,h
